#RV data for 51 Peg downloaded from 
#http://vizier.u-strasbg.fr/viz-bin/VizieR-3?-source=J/AJ/153/138/table1&-out.max=50&-out.form=HTML%20Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa
#The RV measurements were converted from m/s to km/s
#Original vizier information is given at the end of the file
#
#---------------- --------------- ----------- ------
#BJD (d)          RV (km/s)        e_RV (km/s)  Spectrograph  
#---------------- --------------- ----------- ------
2456544.6349 -33.1664198075 0.00028974747 HARPS
2456565.64651 -33.1781372538 0.00020047802 HARPS
2456565.65823 -33.178674777 0.00019663593 HARPS
2456468.80243 -33.1418687058 0.00029889697 HARPS
2456508.78594 -33.1471319982 0.00029204158 HARPS
2456565.58401 -33.1826576815 0.00022298008 HARPS
2456544.61537 -33.1679592639 0.00025422837 HARPS
2456565.54105 -33.1845783542 0.00032736493 HARPS
2456565.53323 -33.1850371523 0.00032400445 HARPS
2456544.64271 -33.1651892363 0.00034374614 HARPS
2456508.79376 -33.1478234006 0.0002648529 HARPS
2456565.61917 -33.1811154404 0.0002107822 HARPS
2456468.79462 -33.1433905638 0.00020574602 HARPS
2456508.82892 -33.1508785641 0.00022266539 HARPS
2456508.82501 -33.1494564517 0.0002253693 HARPS
2456468.94307 -33.1318871595 0.00020261951 HARPS
2456565.63089 -33.1795287045 0.00020266525 HARPS
2456544.67787 -33.163006148 0.00035872975 HARPS
2456508.86798 -33.1532515715 0.00023107505 HARPS
2456565.62308 -33.1806326167 0.00019767372 HARPS
2456565.56839 -33.1838152038 0.00023055896 HARPS
2456508.81329 -33.1489603619 0.00023080025 HARPS
2456565.65042 -33.1781106703 0.00018618983 HARPS
2456451.84781 -33.1468391814 0.00023134596 HARPS
2456565.5723 -33.1832990435 0.00023225739 HARPS
2456468.92744 -33.1311783147 0.00019834418 HARPS
2456565.53714 -33.1860088113 0.00037902802 HARPS
2456508.8172 -33.1503121585 0.00021720851 HARPS
2456565.67386 -33.1756672638 0.00019126647 HARPS
2456508.84845 -33.1521099014 0.00021547526 HARPS
2456565.70901 -33.1741443877 0.00017747459 HARPS
2456565.61136 -33.1807374011 0.00020812881 HARPS
2456468.7868 -33.1419910505 0.00025866669 HARPS
2456508.83673 -33.150827626 0.00023407058 HARPS
2456508.88751 -33.1538505977 0.00026170089 HARPS
2456540.67782 -33.1438277419 0.00026935192 HARPS
2456508.85626 -33.152356299 0.00023241333 HARPS
2456565.54495 -33.184295782 0.00028123637 HARPS
2456565.52933 -33.1851020468 0.00033537184 HARPS
2456508.87189 -33.1541963462 0.00025898034 HARPS
2456506.82879 -33.1460050396 0.00045542301 HARPS
2456508.84454 -33.1506133769 0.00022678083 HARPS
2456540.69344 -33.1426259902 0.00033968743 HARPS
2456508.89142 -33.1547502054 0.00024348694 HARPS
2456544.60756 -33.1687764065 0.00026005463 HARPS
2456565.56058 -33.1835091463 0.00025055536 HARPS
2456565.66995 -33.1763540013 0.00021083626 HARPS
2456565.63479 -33.1802039075 0.00019421111 HARPS
2456565.72854 -33.1713859198 0.00018205185 HARPS
2456565.73635 -33.1701797581 0.0001978136 HARPS
2456544.65053 -33.1641280949 0.00038279903 HARPS
2456565.55667 -33.1836662392 0.00028353997 HARPS
2456508.80548 -33.1493961299 0.00023786705 HARPS
2456508.8797 -33.1542148609 0.0002443725 HARPS
2456544.62709 -33.1666232637 0.0002896237 HARPS
2456565.71682 -33.1713129822 0.00018260607 HARPS
2456506.82098 -33.1453704931 0.00043683307 HARPS
2456544.66615 -33.1622957406 0.00053808878 HARPS
2456508.78204 -33.1456787805 0.00030715459 HARPS
2456565.55276 -33.1848342611 0.0002551225 HARPS
2456565.59964 -33.1813321443 0.00021083252 HARPS
2456540.68563 -33.1427399786 0.00029968848 HARPS
2456451.83609 -33.1460221101 0.0002794264 HARPS
2456468.91963 -33.1309697078 0.00020109784 HARPS
2456468.91181 -33.1313504897 0.0002188669 HARPS
2456508.77422 -33.1460806843 0.00028668164 HARPS
2456565.58011 -33.1820156696 0.00022572016 HARPS
2456468.81024 -33.1409228306 0.00038978918 HARPS
2456468.93135 -33.1312409715 0.0001994502 HARPS
2456565.72464 -33.1712516862 0.00017453748 HARPS
2456565.6387 -33.1788354655 0.00019704689 HARPS
2456544.61928 -33.1684920434 0.00026219977 HARPS
2456565.68948 -33.1749583424 0.00018376305 HARPS
2456544.67396 -33.1632359482 0.00041983695 HARPS

#
#  
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2018-12-04T01:11:09 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to: cds-question@unistra.fr
# 
#   
#Coosys J2000: eq_FK5 J2000 
#INFO votable-version=1.99+ (14-Oct-2013) 
#INFO -ref=VIZ5c05d3b233bc 
#INFO -out.max=1000 
#INFO queryParameters=13 
#-oc.form=sexa
#-out.max=1000
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-order=I
#-nav=cat:J/AJ/153/138&tab:{J/AJ/153/138/table1}&key:source=J/AJ/153/138/table1&HTTPPRM:&&-ref=VIZ5c05d3b233bc&-out.max=1000&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-order=I&-oc.form=sexa&-out.src=J/AJ/153/138/table1&-out=BJD&-out=RV&-out=e_RV&-out=Set&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&
#-out.src=J/AJ/153/138/table1
#-source=J/AJ/153/138/table1
#-out=BJD
#-out=RV
#-out=e_RV
#-out=Set
#

#RESOURCE=yCat_51530138
#Name: J/AJ/153/138
#Title: Radial velocity curve of 51 Peg (Birkby+, 2017)
#Table J_AJ_153_138_table1:
#Name: J/AJ/153/138/table1
#Title: Stellar radial velocity measurements of 51 Peg from multiple observatories
